sp,coord_id,x,y
6,68,-0.10812,-0.22978
6,69,-0.09195,-0.23223
6,70,-0.07631,-0.23487
6,71,-0.06112,-0.23806
6,72,-0.04628,-0.24258
6,73,-0.03109,-0.24609
6,74,-0.01577,-0.25064
6,75,0.0,-0.25431
6,76,0.01616,-0.25688
6,77,0.03285,-0.26004
6,78,0.05027,-0.26353
6,79,0.06859,-0.26714
6,80,0.08758,-0.26956
6,81,0.10721,-0.27078
6,82,0.12829,-0.27263
6,83,0.15066,-0.27405
6,84,0.17477,-0.27539
6,85,0.20312,-0.27958
6,86,0.23225,-0.28074
6,87,0.26886,-0.28631
6,88,0.30945,-0.2906
6,89,0.35715,-0.29546
6,90,0.40237,-0.29234
6,91,0.46199,-0.29319
6,92,0.52433,-0.28826
6,93,0.59229,-0.27871
6,94,0.6686,-0.26472
6,95,0.74275,-0.24134
6,96,0.80609,-0.20697
6,97,0.82953,-0.15824
6,98,1.00939,-0.12752
6,99,1.03695,-0.06524
7,0,0.96469,0.0
7,1,0.79864,0.05025
7,2,0.68238,0.0862
7,3,0.59428,0.11336
7,4,0.5208,0.13372
7,5,0.46304,0.15045
7,6,0.42179,0.167
7,7,0.38283,0.18014
7,8,0.34991,0.19236
7,9,0.32002,0.20309
7,10,0.29239,0.21243
7,11,0.26608,0.22012
7,12,0.2432,0.22838
7,13,0.22128,0.23564
7,14,0.20016,0.24195
7,15,0.18021,0.24804
7,16,0.16061,0.25307
7,17,0.14224,0.25874
7,18,0.12401,0.26354
7,19,0.10617,0.26816
7,20,0.08851,0.27239
7,21,0.07104,0.27667
7,22,0.05395,0.28283
7,23,0.03659,0.28963
7,24,0.01855,0.29487
7,25,0.0,0.29983
7,26,-0.01929,0.30665
7,27,-0.03973,0.31446
7,28,-0.06132,0.32145
7,29,-0.0841,0.32757
7,30,-0.1088,0.33485
7,31,-0.13592,0.34329
7,32,-0.16604,0.35286
7,33,-0.19997,0.36375
7,34,-0.24012,0.37837
7,35,-0.28338,0.39003
7,36,-0.34013,0.41115
7,37,-0.40163,0.4277
7,38,-0.48369,0.45422
7,39,-0.59971,0.49612
7,40,-0.75712,0.55008
7,41,-0.92896,0.58954
7,42,-1.07316,0.58998
7,43,-1.16786,0.54955
7,44,-1.23635,0.48951
7,45,-1.25242,0.40694
7,46,-1.20036,0.3082
7,47,-1.10973,0.21169
7,48,-1.0044,0.12689
7,49,-0.87758,0.05521
7,50,-0.78089,0.0
7,51,-0.68245,-0.04293
7,52,-0.60419,-0.07632
7,53,-0.54145,-0.10329
7,54,-0.48476,-0.12446
7,55,-0.43842,-0.14245
7,56,-0.38781,-0.15354
7,57,-0.35113,-0.16523
7,58,-0.31788,-0.17475
7,59,-0.28763,-0.18254
7,60,-0.2609,-0.18955
7,61,-0.23718,-0.19622
7,62,-0.21392,-0.20088
7,63,-0.19137,-0.20379
7,64,-0.17104,-0.20675
7,65,-0.15162,-0.20868
7,66,-0.1346,-0.21209
7,67,-0.11922,-0.21687
7,68,-0.1042,-0.22143
7,69,-0.08904,-0.22488
7,70,-0.07406,-0.22794
7,71,-0.05953,-0.23187
7,72,-0.04491,-0.23543
7,73,-0.0301,-0.23826
7,74,-0.01519,-0.24139
7,75,0.0,-0.24491
7,76,0.01561,-0.24813
7,77,0.03173,-0.25119
7,78,0.04844,-0.25394
7,79,0.06581,-0.2563
7,80,0.08427,-0.25936
7,81,0.10435,-0.26355
7,82,0.12551,-0.26673
7,83,0.14825,-0.26967
7,84,0.17381,-0.27389
7,85,0.20169,-0.27761
7,86,0.23298,-0.28163
7,87,0.26624,-0.28351
7,88,0.30287,-0.28442
7,89,0.34404,-0.28462
7,90,0.38857,-0.28231
7,91,0.44137,-0.28011
7,92,0.49821,-0.2739
7,93,0.56024,-0.26363
7,94,0.6272,-0.24833
7,95,0.67767,-0.22019
7,96,0.70657,-0.18142
7,97,0.74986,-0.14305
7,98,0.85302,-0.10776
7,99,0.94949,-0.05974
8,0,1.07493,0.0
8,1,0.87411,0.05499
8,2,0.73379,0.0927
8,3,0.62404,0.11904
8,4,0.53818,0.13818
8,5,0.47121,0.15311
8,6,0.42006,0.16631
8,7,0.37455,0.17625
8,8,0.33975,0.18678
8,9,0.30911,0.19617
8,10,0.28005,0.20347
8,11,0.25493,0.2109
8,12,0.23112,0.21703
8,13,0.20992,0.22355
8,14,0.19086,0.23071
8,15,0.17218,0.23699
8,16,0.15353,0.24193
8,17,0.13491,0.24541
8,18,0.11699,0.24861
8,19,0.10063,0.25417
8,20,0.08436,0.25964
8,21,0.06782,0.26415
8,22,0.05103,0.26753
8,23,0.0341,0.26993
8,24,0.01725,0.27413
8,25,0.0,0.27949
8,26,-0.01803,0.28662
8,27,-0.03689,0.29201
8,28,-0.05666,0.29704
8,29,-0.07751,0.30188
8,30,-0.09909,0.30497
8,31,-0.12446,0.31435
8,32,-0.15315,0.32547
8,33,-0.1837,0.33414
8,34,-0.21987,0.34646
8,35,-0.26124,0.35957
8,36,-0.30725,0.3714
8,37,-0.36468,0.38835
8,38,-0.43553,0.40899
8,39,-0.51773,0.4283
8,40,-0.62995,0.45768
8,41,-0.77324,0.49071
8,42,-0.93035,0.51147
8,43,-1.08774,0.51186
8,44,-1.20266,0.47617
8,45,-1.26141,0.40986
8,46,-1.26238,0.32413
8,47,-1.14497,0.21842
8,48,-0.98136,0.12398
8,49,-0.8296,0.0522
8,50,-0.7348,0.0
8,51,-0.66403,-0.04178
8,52,-0.59965,-0.07575
8,53,-0.53879,-0.10278
8,54,-0.48286,-0.12398
8,55,-0.4392,-0.1427
8,56,-0.39221,-0.15529
8,57,-0.35433,-0.16673
8,58,-0.32212,-0.17708
8,59,-0.28985,-0.18394
8,60,-0.26407,-0.19186
8,61,-0.23986,-0.19843
8,62,-0.21854,-0.20523
8,63,-0.19755,-0.21036
8,64,-0.17721,-0.21421
8,65,-0.15758,-0.21688
8,66,-0.14077,-0.22181
8,67,-0.12397,-0.2255
8,68,-0.10747,-0.22839
8,69,-0.09155,-0.23124
8,70,-0.07611,-0.23424
8,71,-0.06095,-0.23739
8,72,-0.04606,-0.24147
8,73,-0.03092,-0.24472
8,74,-0.01558,-0.24766
8,75,0.0,-0.24972
8,76,0.01585,-0.25201
8,77,0.03216,-0.25456
8,78,0.04924,-0.25814
8,79,0.0672,-0.26173
8,80,0.08579,-0.26405
8,81,0.10541,-0.26624
8,82,0.12705,-0.27001
8,83,0.15073,-0.27417
8,84,0.17639,-0.27795
8,85,0.20439,-0.28133
8,86,0.23572,-0.28494
8,87,0.27067,-0.28824
8,88,0.30912,-0.29029
8,89,0.35411,-0.29294
8,90,0.40406,-0.29357
8,91,0.46664,-0.29614
8,92,0.53697,-0.2952
8,93,0.61427,-0.28905
8,94,0.69044,-0.27337
8,95,0.77574,-0.25205
8,96,0.8326,-0.21378
8,97,0.85413,-0.16294
8,98,1.05753,-0.1336
8,99,1.06457,-0.06698
9,0,1.0183,0.0
9,1,0.81951,0.05156
9,2,0.67869,0.08574
9,3,0.57027,0.10878
9,4,0.49768,0.12778
9,5,0.44155,0.14347
9,6,0.39639,0.15694
9,7,0.351,0.16517
9,8,0.32041,0.17615
9,9,0.29246,0.1856
9,10,0.26786,0.19461
9,11,0.24333,0.2013
9,12,0.22099,0.20753
9,13,0.20197,0.21508
9,14,0.18289,0.22108
9,15,0.16393,0.22564
9,16,0.14595,0.22999
9,17,0.12945,0.23547
9,18,0.11421,0.24271
9,19,0.09857,0.24896
9,20,0.0826,0.25421
9,21,0.0665,0.25899
9,22,0.0501,0.26265
9,23,0.03376,0.26725
9,24,0.01713,0.27223
9,25,0.0,0.27805
9,26,-0.01805,0.28683
9,27,-0.0372,0.29449
9,28,-0.05739,0.30085
9,29,-0.07849,0.3057
9,30,-0.10123,0.31157
9,31,-0.12602,0.31829
9,32,-0.15504,0.32947
9,33,-0.18592,0.3382
9,34,-0.22328,0.35183
9,35,-0.26302,0.36201
9,36,-0.3126,0.37787
9,37,-0.36924,0.39321
9,38,-0.4393,0.41253
9,39,-0.52812,0.4369
9,40,-0.65461,0.47561
9,41,-0.80806,0.51281
9,42,-0.9619,0.52881
9,43,-1.10277,0.51893
9,44,-1.17478,0.46513
9,45,-1.21665,0.39532
9,46,-1.21512,0.31199
9,47,-1.15379,0.2201
9,48,-1.01411,0.12811
9,49,-0.87933,0.05532
9,50,-0.75544,0.0
9,51,-0.6687,-0.04207
9,52,-0.5977,-0.07551
9,53,-0.53448,-0.10196
9,54,-0.48543,-0.12464
9,55,-0.44666,-0.14513
9,56,-0.40876,-0.16184
9,57,-0.37055,-0.17437
9,58,-0.33811,-0.18588
9,59,-0.30864,-0.19587
9,60,-0.28115,-0.20427
9,61,-0.2565,-0.21219
9,62,-0.23241,-0.21825
9,63,-0.20985,-0.22347
9,64,-0.19029,-0.23002
9,65,-0.17115,-0.23556
9,66,-0.15207,-0.23963
9,67,-0.13382,-0.24341
9,68,-0.11718,-0.24903
9,69,-0.10041,-0.25361
9,70,-0.08371,-0.25762
9,71,-0.06722,-0.26182
9,72,-0.05072,-0.2659
9,73,-0.03415,-0.27034
9,74,-0.01722,-0.27374
9,75,0.0,-0.27758
9,76,0.01769,-0.28118
9,77,0.03602,-0.28513
9,78,0.05505,-0.28861
9,79,0.07469,-0.29089
9,80,0.09502,-0.29245
9,81,0.11737,-0.29644
9,82,0.14206,-0.30189
9,83,0.16787,-0.30536
9,84,0.19435,-0.30625
9,85,0.22285,-0.30673
9,86,0.25503,-0.30828
9,87,0.29132,-0.31023
9,88,0.33348,-0.31316
9,89,0.37852,-0.31314
9,90,0.42936,-0.31195
9,91,0.48396,-0.30713
9,92,0.54596,-0.30015
9,93,0.6136,-0.28874
9,94,0.68668,-0.27188
9,95,0.74656,-0.24258
9,96,0.77952,-0.20015
9,97,0.91645,-0.17483
9,98,1.00559,-0.12704
9,99,1.00894,-0.06348
10,0,0.93982,0.0
10,1,0.73743,0.04639
10,2,0.60572,0.07652
10,3,0.52449,0.10005
10,4,0.46028,0.11818
10,5,0.40298,0.13094
10,6,0.36095,0.14291
10,7,0.32444,0.15267
10,8,0.29011,0.15949
10,9,0.25935,0.16459
10,10,0.23715,0.1723
10,11,0.21484,0.17773
10,12,0.19573,0.18381
10,13,0.1777,0.18923
10,14,0.16073,0.19429
10,15,0.1446,0.19903
10,16,0.12893,0.20317
10,17,0.11382,0.20703
10,18,0.09929,0.211
10,19,0.08509,0.21491
10,20,0.0708,0.21789
10,21,0.05735,0.22334
10,22,0.04347,0.22787
10,23,0.02926,0.23163
10,24,0.01475,0.2344
10,25,0.0,0.23635
10,26,-0.015,0.23848
10,27,-0.03074,0.24334
10,28,-0.04758,0.24942
10,29,-0.06569,0.25584
10,30,-0.08487,0.2612
10,31,-0.1063,0.26849
10,32,-0.12897,0.27407
10,33,-0.15291,0.27814
10,34,-0.18107,0.28533
10,35,-0.21262,0.29264
10,36,-0.25024,0.30249
10,37,-0.2961,0.31532
