specimen_id,coord_id,x,y
1,55,-0.46152,-0.14995
1,56,-0.41573,-0.1646
1,57,-0.37418,-0.17608
1,58,-0.34029,-0.18708
1,59,-0.30902,-0.19611
1,60,-0.28157,-0.20457
1,61,-0.25491,-0.21088
1,62,-0.23187,-0.21774
1,63,-0.20908,-0.22265
1,64,-0.1871,-0.22616
1,65,-0.16569,-0.22806
1,66,-0.14736,-0.2322
1,67,-0.13016,-0.23675
1,68,-0.11317,-0.2405
1,69,-0.09706,-0.24514
1,70,-0.08099,-0.24925
1,71,-0.06478,-0.25231
1,72,-0.04864,-0.25497
1,73,-0.0327,-0.25881
1,74,-0.01648,-0.26193
1,75,0.0,-0.26478
1,76,0.01688,-0.26834
1,77,0.03428,-0.27136
1,78,0.05212,-0.27325
1,79,0.07054,-0.27475
1,80,0.08967,-0.27597
1,81,0.10925,-0.27594
1,82,0.13036,-0.27704
1,83,0.15243,-0.27727
1,84,0.17692,-0.27878
1,85,0.20523,-0.28248
1,86,0.23602,-0.2853
1,87,0.26933,-0.28681
1,88,0.30512,-0.28653
1,89,0.34623,-0.28643
1,90,0.39951,-0.29027
1,91,0.44916,-0.28505
1,92,0.50685,-0.27865
1,93,0.57234,-0.26933
1,94,0.63336,-0.25077
1,95,0.68794,-0.22353
1,96,0.72819,-0.18697
1,97,0.86342,-0.16471
1,98,0.97728,-0.12346
1,99,0.97837,-0.06156
2,0,1.00718,0.0
2,1,0.81023,0.05098
2,2,0.67114,0.08479
2,3,0.57147,0.10901
2,4,0.487,0.12504
2,5,0.429,0.13939
2,6,0.3791,0.1501
2,7,0.33913,0.15958
2,8,0.30504,0.1677
2,9,0.27569,0.17496
2,10,0.24828,0.18039
2,11,0.22327,0.18471
2,12,0.20303,0.19066
2,13,0.1834,0.1953
2,14,0.16597,0.20062
2,15,0.14971,0.20606
2,16,0.13349,0.21034
2,17,0.11728,0.21333
2,18,0.10235,0.2175
2,19,0.08808,0.22246
2,20,0.07362,0.22658
2,21,0.05897,0.22967
2,22,0.04431,0.23228
2,23,0.0298,0.2359
2,24,0.01513,0.24046
2,25,0.0,0.2441
2,26,-0.01553,0.24677
2,27,-0.03183,0.25196
2,28,-0.04938,0.25887
2,29,-0.06795,0.26463
2,30,-0.0877,0.26993
2,31,-0.10845,0.27392
2,32,-0.13253,0.28164
2,33,-0.16008,0.29118
2,34,-0.18951,0.29862
2,35,-0.22391,0.30819
2,36,-0.26322,0.31818
2,37,-0.31273,0.33303
2,38,-0.37805,0.35502
2,39,-0.45723,0.37825
2,40,-0.56512,0.41058
2,41,-0.70226,0.44567
2,42,-0.8707,0.47867
2,43,-1.06485,0.50108
2,44,-1.24048,0.49114
2,45,-1.36061,0.44209
2,46,-1.39416,0.35796
2,47,-1.32132,0.25206
2,48,-1.1542,0.14581
2,49,-0.99322,0.06249
2,50,-0.83751,0.0
2,51,-0.72983,-0.04591
2,52,-0.64124,-0.08101
2,53,-0.56371,-0.10753
2,54,-0.49665,-0.12752
2,55,-0.44387,-0.14422
2,56,-0.39726,-0.15729
2,57,-0.36026,-0.16952
2,58,-0.32648,-0.17948
2,59,-0.29603,-0.18787
2,60,-0.26657,-0.19367
2,61,-0.24162,-0.19989
2,62,-0.21714,-0.2039
2,63,-0.19569,-0.20839
2,64,-0.17498,-0.21152
2,65,-0.15633,-0.21516
2,66,-0.13872,-0.21859
2,67,-0.12208,-0.22206
2,68,-0.10599,-0.22524
2,69,-0.09003,-0.22739
2,70,-0.07511,-0.23118
2,71,-0.06017,-0.23436
2,72,-0.04527,-0.23731
2,73,-0.03043,-0.24088
2,74,-0.01532,-0.24343
2,75,0.0,-0.24503
2,76,0.01555,-0.24724
2,77,0.03178,-0.25159
2,78,0.04861,-0.25485
2,79,0.06596,-0.25688
2,80,0.08388,-0.25816
2,81,0.10397,-0.26259
2,82,0.12488,-0.26539
2,83,0.14749,-0.26828
2,84,0.17182,-0.27074
2,85,0.19919,-0.27417
2,86,0.22835,-0.27603
2,87,0.2593,-0.27613
2,88,0.29885,-0.28064
2,89,0.34233,-0.2832
2,90,0.38728,-0.28138
2,91,0.44707,-0.28372
2,92,0.52367,-0.28789
2,93,0.6073,-0.28578
2,94,0.70561,-0.27937
2,95,0.77953,-0.25329
2,96,0.82029,-0.21062
2,97,0.95572,-0.18232
2,98,1.00533,-0.12701
2,99,1.0012,-0.06299
3,0,0.93569,0.0
3,1,0.77339,0.04866
3,2,0.65596,0.08287
3,3,0.55745,0.10634
3,4,0.48934,0.12564
3,5,0.42859,0.13926
3,6,0.38386,0.15198
3,7,0.34653,0.16307
3,8,0.31455,0.17293
3,9,0.28517,0.18097
3,10,0.25922,0.18833
3,11,0.23548,0.19481
3,12,0.21365,0.20063
3,13,0.19456,0.20719
3,14,0.17696,0.21391
3,15,0.15947,0.2195
3,16,0.14315,0.22557
3,17,0.12698,0.23098
3,18,0.11147,0.23688
3,19,0.09571,0.24174
3,20,0.08008,0.24647
3,21,0.06445,0.25101
3,22,0.04916,0.25771
3,23,0.03327,0.26338
3,24,0.01687,0.26814
3,25,0.0,0.27348
3,26,-0.01747,0.27764
3,27,-0.03594,0.28451
3,28,-0.05589,0.29298
3,29,-0.07701,0.29994
3,30,-0.09965,0.3067
3,31,-0.12392,0.31298
3,32,-0.15151,0.32198
3,33,-0.18355,0.33388
3,34,-0.21804,0.34357
3,35,-0.26112,0.3594
3,36,-0.3105,0.37533
3,37,-0.37487,0.3992
3,38,-0.45669,0.42887
3,39,-0.56194,0.46488
3,40,-0.71506,0.51952
3,41,-0.89116,0.56555
3,42,-1.06439,0.58516
3,43,-1.18976,0.55986
3,44,-1.27216,0.50368
3,45,-1.32144,0.42936
3,46,-1.31631,0.33797
3,47,-1.21237,0.23127
3,48,-1.08407,0.13695
3,49,-0.95736,0.06023
3,50,-0.85248,0.0
3,51,-0.73605,-0.04631
3,52,-0.65736,-0.08304
3,53,-0.58698,-0.11197
3,54,-0.52046,-0.13363
3,55,-0.45915,-0.14919
3,56,-0.41681,-0.16503
3,57,-0.37041,-0.1743
3,58,-0.33388,-0.18355
3,59,-0.30053,-0.19072
3,60,-0.27103,-0.19692
3,61,-0.24412,-0.20195
3,62,-0.22031,-0.20688
3,63,-0.1976,-0.21042
3,64,-0.1757,-0.21239
3,65,-0.15621,-0.215
3,66,-0.1376,-0.21682
3,67,-0.11936,-0.21711
3,68,-0.104,-0.22102
3,69,-0.08864,-0.22387
3,70,-0.07368,-0.22675
3,71,-0.05871,-0.22865
3,72,-0.04411,-0.23124
3,73,-0.02942,-0.2329
3,74,-0.01481,-0.23541
3,75,0.0,-0.23701
3,76,0.01504,-0.23899
3,77,0.03071,-0.24309
3,78,0.04694,-0.24605
3,79,0.06367,-0.248
3,80,0.08116,-0.24979
3,81,0.09911,-0.25033
3,82,0.11897,-0.25282
3,83,0.14074,-0.256
3,84,0.16411,-0.2586
3,85,0.18839,-0.25929
3,86,0.21553,-0.26053
3,87,0.24765,-0.26373
3,88,0.27973,-0.26269
3,89,0.3176,-0.26275
3,90,0.35924,-0.26101
3,91,0.41399,-0.26273
3,92,0.47798,-0.26277
3,93,0.54564,-0.25676
3,94,0.60896,-0.24111
3,95,0.66332,-0.21553
3,96,0.69699,-0.17896
3,97,0.71463,-0.13633
3,98,0.90447,-0.11426
3,99,0.92547,-0.05823
4,0,1.11098,0.0
4,1,0.95027,0.05979
4,2,0.80747,0.10201
4,3,0.66843,0.12751
4,4,0.571,0.14661
4,5,0.50172,0.16302
4,6,0.43851,0.17362
4,7,0.39071,0.18386
4,8,0.34571,0.19006
4,9,0.30989,0.19666
4,10,0.28135,0.20441
4,11,0.25586,0.21166
4,12,0.23143,0.21733
4,13,0.20837,0.22189
4,14,0.1861,0.22496
4,15,0.16523,0.22742
4,16,0.14717,0.2319
4,17,0.1298,0.2361
4,18,0.11324,0.24065
4,19,0.09763,0.24659
4,20,0.08178,0.2517
4,21,0.06552,0.25517
4,22,0.04915,0.25767
4,23,0.03305,0.26164
4,24,0.01674,0.26609
4,25,0.0,0.27251
4,26,-0.01747,0.27776
4,27,-0.03564,0.28214
4,28,-0.0546,0.28623
4,29,-0.07563,0.29455
4,30,-0.09709,0.29883
4,31,-0.12052,0.3044
4,32,-0.14501,0.30815
4,33,-0.1729,0.3145
4,34,-0.20372,0.32102
4,35,-0.23969,0.3299
4,36,-0.28323,0.34237
4,37,-0.33725,0.35914
4,38,-0.408,0.38314
4,39,-0.48917,0.40468
4,40,-0.59257,0.43053
4,41,-0.71678,0.45489
4,42,-0.86051,0.47307
4,43,-0.98537,0.46368
4,44,-1.06756,0.42268
4,45,-1.11715,0.36299
4,46,-1.12325,0.2884
4,47,-1.06991,0.2041
4,48,-0.98332,0.12422
4,49,-0.88169,0.05547
4,50,-0.74919,0.0
4,51,-0.65572,-0.04125
4,52,-0.58561,-0.07398
4,53,-0.52894,-0.1009
4,54,-0.48344,-0.12412
4,55,-0.43957,-0.14282
4,56,-0.40218,-0.15923
4,57,-0.3688,-0.17355
4,58,-0.34022,-0.18704
4,59,-0.31186,-0.19791
4,60,-0.28702,-0.20853
4,61,-0.2645,-0.21881
4,62,-0.24261,-0.22782
4,63,-0.22174,-0.23613
4,64,-0.20064,-0.24253
4,65,-0.17958,-0.24716
4,66,-0.15964,-0.25156
4,67,-0.14097,-0.25642
4,68,-0.1226,-0.26053
4,69,-0.10434,-0.26354
4,70,-0.08664,-0.26664
4,71,-0.06956,-0.27092
4,72,-0.05254,-0.2754
4,73,-0.03536,-0.27991
4,74,-0.01783,-0.28335
4,75,0.0,-0.28607
4,76,0.01822,-0.28961
4,77,0.03688,-0.29197
4,78,0.05616,-0.29441
4,79,0.07642,-0.29763
4,80,0.09773,-0.30078
4,81,0.12031,-0.30387
4,82,0.14369,-0.30536
4,83,0.16857,-0.30663
4,84,0.19601,-0.30886
4,85,0.22672,-0.31206
4,86,0.26208,-0.3168
4,87,0.30097,-0.3205
4,88,0.34449,-0.3235
4,89,0.39394,-0.3259
4,90,0.44471,-0.3231
4,91,0.50856,-0.32274
4,92,0.57788,-0.31769
4,93,0.65573,-0.30856
4,94,0.73952,-0.2928
4,95,0.8041,-0.26127
4,96,0.8574,-0.22015
4,97,1.00507,-0.19173
4,98,1.09128,-0.13786
4,99,1.09834,-0.06911
5,0,1.04227,0.0
5,1,0.86636,0.05451
5,2,0.71136,0.08987
5,3,0.60147,0.11474
5,4,0.51373,0.1319
5,5,0.45576,0.14809
5,6,0.40448,0.16015
5,7,0.3594,0.16912
5,8,0.32024,0.17606
5,9,0.28864,0.18318
5,10,0.26218,0.19049
5,11,0.23859,0.19738
5,12,0.2164,0.20321
5,13,0.19632,0.20906
5,14,0.17656,0.21342
5,15,0.15774,0.21712
5,16,0.14035,0.22115
5,17,0.12378,0.22516
5,18,0.10816,0.22986
5,19,0.09245,0.2335
5,20,0.07662,0.23582
5,21,0.06182,0.24078
5,22,0.04689,0.24579
5,23,0.03158,0.24996
5,24,0.01604,0.25498
5,25,0.0,0.26084
5,26,-0.01673,0.26585
5,27,-0.03416,0.27039
5,28,-0.05245,0.27493
5,29,-0.07197,0.28033
5,30,-0.09274,0.28543
5,31,-0.11609,0.29322
5,32,-0.14107,0.2998
5,33,-0.16915,0.30768
5,34,-0.20009,0.3153
5,35,-0.2388,0.32868
5,36,-0.28285,0.34191
5,37,-0.33562,0.3574
5,38,-0.39583,0.37171
5,39,-0.47242,0.39083
5,40,-0.57237,0.41585
5,41,-0.70582,0.44793
5,42,-0.86087,0.47327
5,43,-1.02968,0.48453
5,44,-1.18494,0.46915
5,45,-1.26892,0.4123
5,46,-1.29951,0.33366
5,47,-1.28154,0.24447
5,48,-1.17276,0.14816
5,49,-1.03242,0.06496
5,50,-0.88005,0.0
5,51,-0.73316,-0.04612
5,52,-0.64475,-0.08145
5,53,-0.57447,-0.10958
5,54,-0.51285,-0.13168
5,55,-0.46301,-0.15044
5,56,-0.41444,-0.16409
5,57,-0.37623,-0.17704
5,58,-0.33607,-0.18475
5,59,-0.30067,-0.19081
5,60,-0.27224,-0.19779
5,61,-0.24537,-0.20299
5,62,-0.22163,-0.20812
5,63,-0.1975,-0.21031
5,64,-0.17696,-0.21391
5,65,-0.15774,-0.21712
5,66,-0.14045,-0.22131
5,67,-0.12431,-0.22611
5,68,-0.10812,-0.22978
5,69,-0.09195,-0.23223
5,70,-0.07631,-0.23487
5,71,-0.06112,-0.23806
5,72,-0.04628,-0.24258
5,73,-0.03109,-0.24609
5,74,-0.01577,-0.25064
5,75,0.0,-0.25431
5,76,0.01616,-0.25688
5,77,0.03285,-0.26004
5,78,0.05027,-0.26353
5,79,0.06859,-0.26714
5,80,0.08758,-0.26956
5,81,0.10721,-0.27078
5,82,0.12829,-0.27263
5,83,0.15066,-0.27405
5,84,0.17477,-0.27539
5,85,0.20312,-0.27958
5,86,0.23225,-0.28074
5,87,0.26886,-0.28631
5,88,0.30945,-0.2906
5,89,0.35715,-0.29546
5,90,0.40237,-0.29234
5,91,0.46199,-0.29319
5,92,0.52433,-0.28826
5,93,0.59229,-0.27871
5,94,0.6686,-0.26472
5,95,0.74275,-0.24134
5,96,0.80609,-0.20697
5,97,0.82953,-0.15824
5,98,1.00939,-0.12752
5,99,1.03695,-0.06524
6,0,0.96469,0.0
6,1,0.79864,0.05025
6,2,0.68238,0.0862
6,3,0.59428,0.11336
6,4,0.5208,0.13372
6,5,0.46304,0.15045
6,6,0.42179,0.167
6,7,0.38283,0.18014
6,8,0.34991,0.19236
6,9,0.32002,0.20309
6,10,0.29239,0.21243
6,11,0.26608,0.22012
6,12,0.2432,0.22838
6,13,0.22128,0.23564
6,14,0.20016,0.24195
6,15,0.18021,0.24804
6,16,0.16061,0.25307
6,17,0.14224,0.25874
6,18,0.12401,0.26354
6,19,0.10617,0.26816
6,20,0.08851,0.27239
6,21,0.07104,0.27667
6,22,0.05395,0.28283
6,23,0.03659,0.28963
6,24,0.01855,0.29487
6,25,0.0,0.29983
6,26,-0.01929,0.30665
6,27,-0.03973,0.31446
6,28,-0.06132,0.32145
6,29,-0.0841,0.32757
6,30,-0.1088,0.33485
6,31,-0.13592,0.34329
6,32,-0.16604,0.35286
6,33,-0.19997,0.36375
6,34,-0.24012,0.37837
6,35,-0.28338,0.39003
6,36,-0.34013,0.41115
6,37,-0.40163,0.4277
6,38,-0.48369,0.45422
6,39,-0.59971,0.49612
6,40,-0.75712,0.55008
6,41,-0.92896,0.58954
6,42,-1.07316,0.58998
6,43,-1.16786,0.54955
6,44,-1.23635,0.48951
6,45,-1.25242,0.40694
6,46,-1.20036,0.3082
6,47,-1.10973,0.21169
6,48,-1.0044,0.12689
6,49,-0.87758,0.05521
6,50,-0.78089,0.0
6,51,-0.68245,-0.04293
6,52,-0.60419,-0.07632
6,53,-0.54145,-0.10329
6,54,-0.48476,-0.12446
6,55,-0.43842,-0.14245
6,56,-0.38781,-0.15354
6,57,-0.35113,-0.16523
6,58,-0.31788,-0.17475
6,59,-0.28763,-0.18254
6,60,-0.2609,-0.18955
6,61,-0.23718,-0.19622
6,62,-0.21392,-0.20088
6,63,-0.19137,-0.20379
6,64,-0.17104,-0.20675
6,65,-0.15162,-0.20868
6,66,-0.1346,-0.21209
6,67,-0.11922,-0.21687
6,68,-0.1042,-0.22143
6,69,-0.08904,-0.22488
6,70,-0.07406,-0.22794
6,71,-0.05953,-0.23187
6,72,-0.04491,-0.23543
6,73,-0.0301,-0.23826
6,74,-0.01519,-0.24139
6,75,0.0,-0.24491
6,76,0.01561,-0.24813
6,77,0.03173,-0.25119
6,78,0.04844,-0.25394
6,79,0.06581,-0.2563
6,80,0.08427,-0.25936
6,81,0.10435,-0.26355
6,82,0.12551,-0.26673
6,83,0.14825,-0.26967
6,84,0.17381,-0.27389
6,85,0.20169,-0.27761
6,86,0.23298,-0.28163
6,87,0.26624,-0.28351
6,88,0.30287,-0.28442
6,89,0.34404,-0.28462
6,90,0.38857,-0.28231
6,91,0.44137,-0.28011
6,92,0.49821,-0.2739
6,93,0.56024,-0.26363
6,94,0.6272,-0.24833
6,95,0.67767,-0.22019
6,96,0.70657,-0.18142
6,97,0.74986,-0.14305
6,98,0.85302,-0.10776
6,99,0.94949,-0.05974
7,0,1.07493,0.0
7,1,0.87411,0.05499
7,2,0.73379,0.0927
7,3,0.62404,0.11904
7,4,0.53818,0.13818
7,5,0.47121,0.15311
7,6,0.42006,0.16631
7,7,0.37455,0.17625
7,8,0.33975,0.18678
7,9,0.30911,0.19617
7,10,0.28005,0.20347
7,11,0.25493,0.2109
7,12,0.23112,0.21703
7,13,0.20992,0.22355
7,14,0.19086,0.23071
7,15,0.17218,0.23699
7,16,0.15353,0.24193
7,17,0.13491,0.24541
7,18,0.11699,0.24861
7,19,0.10063,0.25417
7,20,0.08436,0.25964
7,21,0.06782,0.26415
7,22,0.05103,0.26753
7,23,0.0341,0.26993
7,24,0.01725,0.27413
7,25,0.0,0.27949
7,26,-0.01803,0.28662
7,27,-0.03689,0.29201
7,28,-0.05666,0.29704
7,29,-0.07751,0.30188
7,30,-0.09909,0.30497
7,31,-0.12446,0.31435
7,32,-0.15315,0.32547
7,33,-0.1837,0.33414
7,34,-0.21987,0.34646
7,35,-0.26124,0.35957
7,36,-0.30725,0.3714
7,37,-0.36468,0.38835
7,38,-0.43553,0.40899
7,39,-0.51773,0.4283
7,40,-0.62995,0.45768
7,41,-0.77324,0.49071
7,42,-0.93035,0.51147
7,43,-1.08774,0.51186
7,44,-1.20266,0.47617
7,45,-1.26141,0.40986
7,46,-1.26238,0.32413
7,47,-1.14497,0.21842
7,48,-0.98136,0.12398
7,49,-0.8296,0.0522
7,50,-0.7348,0.0
7,51,-0.66403,-0.04178
7,52,-0.59965,-0.07575
7,53,-0.53879,-0.10278
7,54,-0.48286,-0.12398
7,55,-0.4392,-0.1427
7,56,-0.39221,-0.15529
7,57,-0.35433,-0.16673
7,58,-0.32212,-0.17708
7,59,-0.28985,-0.18394
7,60,-0.26407,-0.19186
7,61,-0.23986,-0.19843
7,62,-0.21854,-0.20523
7,63,-0.19755,-0.21036
7,64,-0.17721,-0.21421
7,65,-0.15758,-0.21688
7,66,-0.14077,-0.22181
7,67,-0.12397,-0.2255
7,68,-0.10747,-0.22839
7,69,-0.09155,-0.23124
7,70,-0.07611,-0.23424
7,71,-0.06095,-0.23739
7,72,-0.04606,-0.24147
7,73,-0.03092,-0.24472
7,74,-0.01558,-0.24766
7,75,0.0,-0.24972
7,76,0.01585,-0.25201
7,77,0.03216,-0.25456
7,78,0.04924,-0.25814
7,79,0.0672,-0.26173
7,80,0.08579,-0.26405
7,81,0.10541,-0.26624
7,82,0.12705,-0.27001
7,83,0.15073,-0.27417
7,84,0.17639,-0.27795
7,85,0.20439,-0.28133
7,86,0.23572,-0.28494
7,87,0.27067,-0.28824
7,88,0.30912,-0.29029
7,89,0.35411,-0.29294
7,90,0.40406,-0.29357
7,91,0.46664,-0.29614
7,92,0.53697,-0.2952
7,93,0.61427,-0.28905
7,94,0.69044,-0.27337
7,95,0.77574,-0.25205
7,96,0.8326,-0.21378
7,97,0.85413,-0.16294
7,98,1.05753,-0.1336
7,99,1.06457,-0.06698
8,0,1.0183,0.0
8,1,0.81951,0.05156
8,2,0.67869,0.08574
8,3,0.57027,0.10878
8,4,0.49768,0.12778
8,5,0.44155,0.14347
8,6,0.39639,0.15694
8,7,0.351,0.16517
8,8,0.32041,0.17615
8,9,0.29246,0.1856
8,10,0.26786,0.19461
8,11,0.24333,0.2013
8,12,0.22099,0.20753
8,13,0.20197,0.21508
8,14,0.18289,0.22108
8,15,0.16393,0.22564
8,16,0.14595,0.22999
8,17,0.12945,0.23547
8,18,0.11421,0.24271
8,19,0.09857,0.24896
8,20,0.0826,0.25421
8,21,0.0665,0.25899
8,22,0.0501,0.26265
8,23,0.03376,0.26725
8,24,0.01713,0.27223
8,25,0.0,0.27805
8,26,-0.01805,0.28683
8,27,-0.0372,0.29449
8,28,-0.05739,0.30085
8,29,-0.07849,0.3057
8,30,-0.10123,0.31157
8,31,-0.12602,0.31829
8,32,-0.15504,0.32947
8,33,-0.18592,0.3382
8,34,-0.22328,0.35183
8,35,-0.26302,0.36201
8,36,-0.3126,0.37787
8,37,-0.36924,0.39321
8,38,-0.4393,0.41253
8,39,-0.52812,0.4369
8,40,-0.65461,0.47561
8,41,-0.80806,0.51281
8,42,-0.9619,0.52881
8,43,-1.10277,0.51893
8,44,-1.17478,0.46513
8,45,-1.21665,0.39532
8,46,-1.21512,0.31199
8,47,-1.15379,0.2201
8,48,-1.01411,0.12811
8,49,-0.87933,0.05532
8,50,-0.75544,0.0
8,51,-0.6687,-0.04207
8,52,-0.5977,-0.07551
8,53,-0.53448,-0.10196
8,54,-0.48543,-0.12464
8,55,-0.44666,-0.14513
8,56,-0.40876,-0.16184
8,57,-0.37055,-0.17437
8,58,-0.33811,-0.18588
8,59,-0.30864,-0.19587
8,60,-0.28115,-0.20427
8,61,-0.2565,-0.21219
8,62,-0.23241,-0.21825
8,63,-0.20985,-0.22347
8,64,-0.19029,-0.23002
8,65,-0.17115,-0.23556
8,66,-0.15207,-0.23963
8,67,-0.13382,-0.24341
8,68,-0.11718,-0.24903
8,69,-0.10041,-0.25361
8,70,-0.08371,-0.25762
8,71,-0.06722,-0.26182
8,72,-0.05072,-0.2659
8,73,-0.03415,-0.27034
8,74,-0.01722,-0.27374
8,75,0.0,-0.27758
8,76,0.01769,-0.28118
8,77,0.03602,-0.28513
8,78,0.05505,-0.28861
8,79,0.07469,-0.29089
8,80,0.09502,-0.29245
8,81,0.11737,-0.29644
8,82,0.14206,-0.30189
8,83,0.16787,-0.30536
8,84,0.19435,-0.30625
8,85,0.22285,-0.30673
8,86,0.25503,-0.30828
8,87,0.29132,-0.31023
8,88,0.33348,-0.31316
8,89,0.37852,-0.31314
8,90,0.42936,-0.31195
8,91,0.48396,-0.30713
8,92,0.54596,-0.30015
8,93,0.6136,-0.28874
8,94,0.68668,-0.27188
8,95,0.74656,-0.24258
8,96,0.77952,-0.20015
8,97,0.91645,-0.17483
8,98,1.00559,-0.12704
8,99,1.00894,-0.06348
9,0,0.93982,0.0
9,1,0.73743,0.04639
9,2,0.60572,0.07652
9,3,0.52449,0.10005
9,4,0.46028,0.11818
9,5,0.40298,0.13094
9,6,0.36095,0.14291
9,7,0.32444,0.15267
9,8,0.29011,0.15949
9,9,0.25935,0.16459
9,10,0.23715,0.1723
9,11,0.21484,0.17773
9,12,0.19573,0.18381
9,13,0.1777,0.18923
9,14,0.16073,0.19429
9,15,0.1446,0.19903
9,16,0.12893,0.20317
9,17,0.11382,0.20703
9,18,0.09929,0.211
9,19,0.08509,0.21491
9,20,0.0708,0.21789
9,21,0.05735,0.22334
9,22,0.04347,0.22787
9,23,0.02926,0.23163
9,24,0.01475,0.2344
9,25,0.0,0.23635
9,26,-0.015,0.23848
9,27,-0.03074,0.24334
9,28,-0.04758,0.24942
9,29,-0.06569,0.25584
9,30,-0.08487,0.2612
9,31,-0.1063,0.26849
9,32,-0.12897,0.27407
9,33,-0.15291,0.27814
9,34,-0.18107,0.28533
9,35,-0.21262,0.29264
9,36,-0.25024,0.30249
